type,client,tx,amount
withdrawal,33347,4220006506,314.2001
deposit,20021,4220006507,268.6386
withdrawal,22517,4220006508,251.1236
deposit,62871,4220006509,463.1972
deposit,7550,4220006510,328.3039
withdrawal,27152,4220006511,215.6948
deposit,11958,4220006512,470.7094
withdrawal,56739,4220006513,365.0855
deposit,18406,4220006514,315.907
withdrawal,32535,4220006515,458.366
deposit,45509,4220006516,358.0891
withdrawal,64819,4220006517,361.7178
deposit,39271,4220006518,391.749
withdrawal,53914,4220006519,447.5492
deposit,63122,4220006520,424.6894
deposit,26649,4220006521,234.2228
withdrawal,20850,4220006522,354.5139
deposit,13948,4220006523,239.4327
withdrawal,63877,4220006524,271.444
withdrawal,38294,4220006525,415.4992
deposit,59220,4220006526,465.5255
withdrawal,52759,4220006527,279.9746
deposit,18178,4220006528,232.0863
deposit,54488,4220006529,417.0673
deposit,34591,4220006530,240.9601
deposit,13929,4220006531,400.8174
withdrawal,57957,4220006532,496.903
withdrawal,49015,4220006533,467.3813
withdrawal,42096,4220006534,248.546
deposit,48681,4220006535,382.1561
deposit,42879,4220006536,308.4404
deposit,17875,4220006537,254.9187
deposit,47331,4220006538,353.1132
deposit,14255,4220006539,348.2006
deposit,9860,4220006540,400.6295
deposit,12982,4220006541,295.1874
deposit,47133,4220006542,462.0089
withdrawal,33916,4220006543,328.532
withdrawal,32099,4220006544,375.418
withdrawal,24465,4220006545,298.8026
withdrawal,16421,4220006546,471.0783
withdrawal,12530,4220006547,304.1629
withdrawal,65031,4220006548,339.1027
deposit,41824,4220006549,447.1109
deposit,63837,4220006550,380.5936
withdrawal,39607,4220006551,425.1338
withdrawal,20563,4220006552,258.326
withdrawal,20655,4220006553,331.9532
deposit,60360,4220006554,443.9222
withdrawal,41268,4220006555,323.1967
deposit,58484,4220006556,395.2707
withdrawal,27773,4220006557,448.5431
deposit,58767,4220006558,485.8031
withdrawal,26641,4220006559,300.3952
deposit,52740,4220006560,409.2525
withdrawal,38754,4220006561,305.8014
deposit,8466,4220006562,348.9106
withdrawal,17912,4220006563,273.3134
withdrawal,9217,4220006564,236.0039
deposit,35173,4220006565,399.1119
deposit,50356,4220006566,213.1333
deposit,35334,4220006567,383.4046
deposit,27559,4220006568,436.274
withdrawal,9320,4220006569,326.1956
withdrawal,47600,4220006570,497.0203
deposit,27048,4220006571,243.3046
deposit,32460,4220006572,303.5457
deposit,39761,4220006573,243.4823
deposit,29584,4220006574,352.5661
withdrawal,8842,4220006575,461.6653
deposit,47911,4220006576,342.8097
deposit,36334,4220006577,256.1267
deposit,41034,4220006578,327.2919
withdrawal,38901,4220006579,261.6243
withdrawal,8660,4220006580,416.6005
withdrawal,28788,4220006581,314.5237
deposit,22317,4220006582,208.8039
withdrawal,27103,4220006583,445.1541
deposit,56246,4220006584,337.0685
deposit,49425,4220006585,418.1728
withdrawal,54942,4220006586,303.9658
deposit,40141,4220006587,223.847
deposit,6599,4220006588,261.3508
withdrawal,30675,4220006589,498.4711
deposit,7239,4220006590,369.6992
deposit,64889,4220006591,485.7444
deposit,62780,4220006592,214.6188
deposit,58268,4220006593,435.7911
deposit,63317,4220006594,303.6417
withdrawal,55949,4220006595,459.5551
deposit,20556,4220006596,482.9071
deposit,11907,4220006597,312.2638
deposit,32751,4220006598,357.3035
deposit,43014,4220006599,363.8017
deposit,57609,4220006600,231.7132
withdrawal,34837,4220006601,215.8496
deposit,61138,4220006602,252.8305
deposit,20453,4220006603,284.0548
withdrawal,41290,4220006604,288.4652
deposit,56000,4220006605,315.3374
withdrawal,56670,4220006606,453.5852
deposit,42842,4220006607,248.1821
deposit,9414,4220006608,435.9788
withdrawal,49148,4220006609,213.5166
withdrawal,32717,4220006610,240.2595
deposit,39323,4220006611,214.0361
deposit,54876,4220006612,423.8506
withdrawal,36174,4220006613,327.911
withdrawal,46669,4220006614,344.8547
withdrawal,31303,4220006615,352.9067
withdrawal,37448,4220006616,411.0562
withdrawal,15740,4220006617,275.8553
withdrawal,59215,4220006618,267.3054
withdrawal,51485,4220006619,356.3843
deposit,45382,4220006620,315.1127
withdrawal,10972,4220006621,303.6993
withdrawal,46642,4220006622,300.9849
withdrawal,51757,4220006623,341.6223
withdrawal,53465,4220006624,275.3365
withdrawal,21400,4220006625,251.1635
withdrawal,37780,4220006626,352.8727
deposit,36778,4220006627,251.6725
deposit,59315,4220006628,355.521
withdrawal,50125,4220006629,443.2257
withdrawal,13625,4220006630,290.731
withdrawal,17156,4220006631,472.3267
deposit,64572,4220006632,450.2482
withdrawal,27745,4220006633,321.5435
withdrawal,16932,4220006634,441.8682
withdrawal,64430,4220006635,380.8171
deposit,22105,4220006636,362.4341
deposit,48613,4220006637,413.9639
deposit,8592,4220006638,443.4283
deposit,55042,4220006639,313.3989
withdrawal,39493,4220006640,391.823
withdrawal,21692,4220006641,285.8616
deposit,52537,4220006642,499.3284
deposit,32685,4220006643,353.2623
withdrawal,44611,4220006644,305.128
deposit,61911,4220006645,231.32
withdrawal,46430,4220006646,211.9987
withdrawal,28481,4220006647,363.1556
withdrawal,10678,4220006648,426.7443
deposit,24128,4220006649,352.7278
deposit,60394,4220006650,435.2487
withdrawal,17799,4220006651,317.3295
withdrawal,10587,4220006652,251.4761
deposit,45733,4220006653,455.9999
withdrawal,29355,4220006654,240.4393
deposit,22789,4220006655,298.5218
deposit,8269,4220006656,484.5287
deposit,23726,4220006657,351.8537
deposit,33515,4220006658,222.2501
withdrawal,19135,4220006659,297.0628
deposit,34250,4220006660,470.8287
withdrawal,57700,4220006661,491.7102
deposit,43207,4220006662,495.6942
withdrawal,40798,4220006663,208.4301
withdrawal,51713,4220006664,287.9869
deposit,30512,4220006665,359.9069
withdrawal,53312,4220006666,362.0118
deposit,27804,4220006667,238.2395
deposit,40283,4220006668,370.3813
deposit,42884,4220006669,253.9988
deposit,11467,4220006670,296.9586
deposit,54209,4220006671,450.7873
withdrawal,44591,4220006672,323.839
deposit,61100,4220006673,490.5866
deposit,10410,4220006674,347.833
withdrawal,50740,4220006675,469.1541
deposit,47901,4220006676,337.9841
deposit,64316,4220006677,374.1469
withdrawal,54207,4220006678,285.5857
deposit,18067,4220006679,441.6491
withdrawal,16489,4220006680,456.7727
deposit,20685,4220006681,216.2558
withdrawal,34847,4220006682,421.816
deposit,50085,4220006683,399.8684
withdrawal,49477,4220006684,488.902
deposit,43364,4220006685,219.3563
deposit,55903,4220006686,247.7971
deposit,37800,4220006687,251.7521
deposit,6751,4220006688,304.8621
deposit,60601,4220006689,400.7319
withdrawal,23931,4220006690,338.5434
deposit,31234,4220006691,295.3075
withdrawal,36268,4220006692,296.0788
withdrawal,55251,4220006693,317.0279
deposit,33763,4220006694,398.0784
deposit,56159,4220006695,404.6362
withdrawal,46142,4220006696,431.8905
deposit,22560,4220006697,484.1781
deposit,56681,4220006698,237.0557
withdrawal,36338,4220006699,419.6973
deposit,60657,4220006700,210.6351
withdrawal,27130,4220006701,369.2782
withdrawal,52736,4220006702,219.8324
deposit,52825,4220006703,461.8676
withdrawal,20570,4220006704,414.9062
withdrawal,32934,4220006705,439.7179
withdrawal,36830,4220006706,477.1192
deposit,32862,4220006707,385.677
deposit,11689,4220006708,465.1157
withdrawal,42286,4220006709,255.5683
withdrawal,38427,4220006710,448.4632
deposit,54050,4220006711,403.1374
deposit,15366,4220006712,284.9893
withdrawal,49009,4220006713,275.7395
deposit,38527,4220006714,369.0956
deposit,7564,4220006715,328.8252
deposit,65426,4220006716,446.9259
deposit,7402,4220006717,494.8952
deposit,50795,4220006718,202.3853
withdrawal,44807,4220006719,408.257
deposit,16196,4220006720,466.243
deposit,20474,4220006721,489.5675
deposit,57716,4220006722,424.5905
deposit,42641,4220006723,272.8877
deposit,39798,4220006724,441.1404
deposit,34024,4220006725,415.6592
withdrawal,13193,4220006726,333.9132
deposit,58491,4220006727,249.47
withdrawal,28623,4220006728,206.2366
deposit,37589,4220006729,294.6394
deposit,64988,4220006730,277.1531
withdrawal,33548,4220006731,363.9087
withdrawal,28871,4220006732,212.5443
deposit,56160,4220006733,276.3598
deposit,52392,4220006734,425.5542
withdrawal,17740,4220006735,379.8365
deposit,7426,4220006736,431.3068
withdrawal,19715,4220006737,479.7699
withdrawal,61412,4220006738,309.7275
deposit,41340,4220006739,388.6534
withdrawal,46281,4220006740,259.5719
deposit,12062,4220006741,242.7
withdrawal,8568,4220006742,310.7718
withdrawal,51767,4220006743,328.0603
deposit,39151,4220006744,392.9219
deposit,53159,4220006745,300.941
deposit,52444,4220006746,406.9982
withdrawal,36765,4220006747,257.6562
withdrawal,36299,4220006748,411.077
deposit,27416,4220006749,254.7946
deposit,7983,4220006750,379.8235
withdrawal,16877,4220006751,365.9536
withdrawal,51662,4220006752,468.4319
withdrawal,33995,4220006753,475.9436
deposit,57857,4220006754,302.6495
withdrawal,29798,4220006755,226.2601
deposit,16224,4220006756,484.5557
deposit,33495,4220006757,465.8477
deposit,33207,4220006758,286.9061
deposit,20232,4220006759,279.5832
deposit,13955,4220006760,379.3901
withdrawal,49743,4220006761,395.7762
withdrawal,15749,4220006762,372.5995
deposit,50411,4220006763,370.4687
withdrawal,45529,4220006764,366.1522
deposit,11220,4220006765,319.3181
deposit,43777,4220006766,398.2399
withdrawal,31597,4220006767,343.901
deposit,56550,4220006768,313.4504
deposit,31364,4220006769,468.8383
withdrawal,51628,4220006770,400.2371
deposit,18962,4220006771,474.1161
withdrawal,57503,4220006772,334.962
withdrawal,44333,4220006773,240.4808
deposit,19286,4220006774,414.5647
deposit,55999,4220006775,326.1386
withdrawal,34896,4220006776,270.5218
deposit,64369,4220006777,491.5222
deposit,19162,4220006778,393.8775
withdrawal,30862,4220006779,212.9612
deposit,33209,4220006780,325.7723
deposit,63189,4220006781,313.3672
deposit,16134,4220006782,293.3367
deposit,6822,4220006783,229.4508
deposit,59909,4220006784,429.1596
withdrawal,39114,4220006785,402.2463
withdrawal,18914,4220006786,478.2303
deposit,14892,4220006787,354.418
deposit,32149,4220006788,416.2189
deposit,23001,4220006789,327.8126
withdrawal,56931,4220006790,386.759
deposit,48949,4220006791,224.6525
withdrawal,9575,4220006792,424.6291
withdrawal,30249,4220006793,318.2226
withdrawal,20631,4220006794,270.8522
withdrawal,45630,4220006795,475.0037
withdrawal,21176,4220006796,429.0941
withdrawal,24567,4220006797,390.8219
withdrawal,23767,4220006798,303.8742
withdrawal,15541,4220006799,330.6226
deposit,48886,4220006800,346.2856
withdrawal,55019,4220006801,358.5921
withdrawal,61778,4220006802,264.7501
withdrawal,26077,4220006803,309.953
withdrawal,28611,4220006804,441.8445
deposit,25868,4220006805,397.4529
deposit,10892,4220006806,242.6104
deposit,37638,4220006807,243.3594
withdrawal,58327,4220006808,464.7101
withdrawal,46964,4220006809,371.6076
withdrawal,65522,4220006810,208.1411
withdrawal,23286,4220006811,499.3023
deposit,63273,4220006812,467.402
deposit,64619,4220006813,384.3277
withdrawal,26502,4220006814,480.1967
withdrawal,64749,4220006815,420.3916
deposit,16965,4220006816,405.7354
withdrawal,30660,4220006817,381.3802
deposit,47857,4220006818,396.6891
deposit,40648,4220006819,218.2225
withdrawal,35886,4220006820,318.3755
deposit,37189,4220006821,339.5708
withdrawal,49728,4220006822,420.8835
deposit,10801,4220006823,479.6567
withdrawal,32013,4220006824,347.3175
deposit,31185,4220006825,325.4843
deposit,12620,4220006826,260.9924
withdrawal,47911,4220006827,443.7239
withdrawal,24684,4220006828,362.7458
deposit,25595,4220006829,385.1024
deposit,33215,4220006830,421.6814
deposit,28677,4220006831,290.2742
withdrawal,27354,4220006832,201.9815
withdrawal,22627,4220006833,227.2788
withdrawal,55364,4220006834,394.1601
withdrawal,57815,4220006835,260.3199
deposit,26086,4220006836,349.9418
deposit,7941,4220006837,481.2521
withdrawal,47714,4220006838,296.8956
deposit,52875,4220006839,250.5659
withdrawal,9346,4220006840,392.0289
withdrawal,63876,4220006841,231.1552
deposit,57568,4220006842,323.509
deposit,17735,4220006843,440.9136
withdrawal,13659,4220006844,354.3531
withdrawal,50107,4220006845,411.8083
deposit,60621,4220006846,374.0576
withdrawal,13410,4220006847,354.2942
deposit,55150,4220006848,230.5681
deposit,30125,4220006849,422.1783
deposit,27575,4220006850,457.0603
withdrawal,37171,4220006851,444.6792
withdrawal,10680,4220006852,467.4577
deposit,55188,4220006853,342.7368
deposit,54126,4220006854,461.106
deposit,18950,4220006855,264.1052
withdrawal,36687,4220006856,364.3052
withdrawal,15639,4220006857,287.5656
deposit,49727,4220006858,250.8897
deposit,30374,4220006859,454.3445
withdrawal,63345,4220006860,411.7018
deposit,8867,4220006861,450.7688
deposit,21936,4220006862,283.2151
withdrawal,16103,4220006863,470.3114
deposit,40129,4220006864,495.4602
withdrawal,22640,4220006865,277.3057
withdrawal,63018,4220006866,384.3727
deposit,34655,4220006867,459.581
withdrawal,7111,4220006868,359.4682
deposit,11466,4220006869,250.006
withdrawal,61591,4220006870,296.5353
deposit,62129,4220006871,211.9445
deposit,6570,4220006872,460.3613
withdrawal,7587,4220006873,306.6971
withdrawal,14491,4220006874,369.1296
deposit,12430,4220006875,381.4069
withdrawal,57451,4220006876,311.5901
deposit,8424,4220006877,231.9689
deposit,55275,4220006878,351.5145
deposit,9620,4220006879,270.9171
deposit,50602,4220006880,254.8526
deposit,36895,4220006881,381.4506
withdrawal,50050,4220006882,482.9657
withdrawal,22316,4220006883,441.0508
withdrawal,31155,4220006884,272.562
withdrawal,39260,4220006885,455.717
withdrawal,39931,4220006886,213.3495
withdrawal,27935,4220006887,386.1066
deposit,22692,4220006888,380.4959
withdrawal,36014,4220006889,304.6557
deposit,27915,4220006890,388.7048
withdrawal,60961,4220006891,424.729
withdrawal,53838,4220006892,225.9105
deposit,28729,4220006893,377.9312
withdrawal,30937,4220006894,336.9552
deposit,49801,4220006895,487.7392
withdrawal,12842,4220006896,275.7722
withdrawal,61205,4220006897,483.455
deposit,48380,4220006898,343.9501
deposit,20487,4220006899,467.0622
withdrawal,36137,4220006900,444.9864
deposit,20706,4220006901,295.9897
withdrawal,48382,4220006902,235.0045
deposit,36442,4220006903,318.7515
deposit,64339,4220006904,300.5541
withdrawal,9944,4220006905,462.5059
withdrawal,25980,4220006906,302.1519
deposit,17467,4220006907,437.9376
deposit,61837,4220006908,456.5201
withdrawal,58627,4220006909,218.924
withdrawal,26262,4220006910,201.9659
withdrawal,15482,4220006911,297.9402
withdrawal,15114,4220006912,449.0951
withdrawal,7533,4220006913,220.8032
deposit,6523,4220006914,457.3711
withdrawal,46456,4220006915,211.8701
withdrawal,55926,4220006916,297.1641
withdrawal,34499,4220006917,382.4234
deposit,33516,4220006918,483.8448
withdrawal,40108,4220006919,208.2583
deposit,50850,4220006920,488.0112
withdrawal,33885,4220006921,383.5774
deposit,31948,4220006922,344.6901
withdrawal,50824,4220006923,377.6611
deposit,57809,4220006924,320.2911
withdrawal,8697,4220006925,217.2734
deposit,53673,4220006926,483.2864
withdrawal,40423,4220006927,415.1388
deposit,22222,4220006928,364.3533
withdrawal,42802,4220006929,304.1769
deposit,54886,4220006930,451.5008
deposit,43334,4220006931,226.7723
withdrawal,9810,4220006932,342.9914
deposit,22878,4220006933,322.1207
withdrawal,25095,4220006934,471.6213
deposit,9362,4220006935,440.3786
withdrawal,49866,4220006936,460.7452
deposit,63511,4220006937,497.5192
deposit,27276,4220006938,360.6997
withdrawal,23069,4220006939,312.1182
deposit,52900,4220006940,361.6106
deposit,22946,4220006941,250.6418
deposit,18431,4220006942,252.0645
withdrawal,19890,4220006943,272.384
withdrawal,37202,4220006944,490.0434
deposit,14197,4220006945,436.671
deposit,34555,4220006946,426.1807
deposit,65306,4220006947,449.6943
deposit,34469,4220006948,235.6747
deposit,60243,4220006949,362.5101
withdrawal,50471,4220006950,261.0973
deposit,10940,4220006951,207.2091
deposit,25945,4220006952,210.7931
withdrawal,30227,4220006953,225.7102
withdrawal,49157,4220006954,491.068
deposit,18744,4220006955,496.8459
withdrawal,11006,4220006956,221.4483
deposit,12102,4220006957,365.5539
deposit,35157,4220006958,217.4504
deposit,41138,4220006959,449.6113
deposit,40129,4220006960,240.0768
withdrawal,62615,4220006961,412.701
withdrawal,61943,4220006962,340.3514
deposit,9702,4220006963,495.8306
deposit,23025,4220006964,317.1159
deposit,27132,4220006965,295.6351
withdrawal,51508,4220006966,421.7036
withdrawal,39231,4220006967,368.2474
deposit,7304,4220006968,394.6058
withdrawal,56004,4220006969,343.6982
withdrawal,49331,4220006970,435.9686
deposit,37799,4220006971,401.4295
withdrawal,26799,4220006972,403.0474
deposit,39969,4220006973,346.5937
deposit,37546,4220006974,310.822
deposit,32621,4220006975,404.1186
deposit,33711,4220006976,492.2226
deposit,34684,4220006977,444.0402
withdrawal,51294,4220006978,419.407
deposit,12279,4220006979,303.636
withdrawal,45948,4220006980,499.5567
deposit,65154,4220006981,245.6817
withdrawal,47498,4220006982,420.0359
deposit,28218,4220006983,266.9084
withdrawal,64814,4220006984,362.4099
withdrawal,21583,4220006985,408.3749
withdrawal,65502,4220006986,265.6619
deposit,62253,4220006987,500.8317
deposit,29918,4220006988,436.0729
deposit,21282,4220006989,309.8301
deposit,40165,4220006990,331.2235
deposit,18170,4220006991,383.8628
deposit,56542,4220006992,272.1824
deposit,56919,4220006993,460.5678
withdrawal,38973,4220006994,429.5741
withdrawal,8769,4220006995,255.8582
deposit,15973,4220006996,439.0953
withdrawal,16586,4220006997,341.7652
deposit,44684,4220006998,398.4269
deposit,15543,4220006999,341.7354
deposit,37053,4220007000,319.807
deposit,7782,4220007001,402.8803
withdrawal,45251,4220007002,455.6153
deposit,59127,4220007003,418.1429
withdrawal,50316,4220007004,273.9399
deposit,38666,4220007005,463.678
deposit,45804,4220007006,477.199
withdrawal,54253,4220007007,305.2387
deposit,55452,4220007008,301.0903
deposit,22185,4220007009,349.6657
deposit,48740,4220007010,251.3777
deposit,22340,4220007011,420.3409
withdrawal,40896,4220007012,291.2203
deposit,45105,4220007013,392.1724
withdrawal,33987,4220007014,349.0822
deposit,64810,4220007015,395.1589
deposit,9398,4220007016,206.8142
withdrawal,61187,4220007017,467.5618
withdrawal,55805,4220007018,270.7074
deposit,55307,4220007019,441.1414
withdrawal,16637,4220007020,214.6939
withdrawal,44674,4220007021,273.0985
deposit,30037,4220007022,287.2114
withdrawal,51195,4220007023,243.2615
withdrawal,60846,4220007024,327.9565
withdrawal,16914,4220007025,480.4656
deposit,52208,4220007026,466.5062
deposit,33708,4220007027,449.8537
withdrawal,37209,4220007028,331.899
deposit,11083,4220007029,431.4788
deposit,59090,4220007030,442.7804
withdrawal,24268,4220007031,379.5165
withdrawal,40826,4220007032,365.3262
withdrawal,39809,4220007033,490.705
deposit,9456,4220007034,340.5843
withdrawal,37163,4220007035,353.5034
deposit,36311,4220007036,277.8571
deposit,61185,4220007037,270.3494
deposit,13729,4220007038,443.8229
deposit,20630,4220007039,284.4948
withdrawal,44908,4220007040,437.0246
withdrawal,65063,4220007041,219.0326
withdrawal,49924,4220007042,343.3084
withdrawal,15337,4220007043,390.0383
withdrawal,62601,4220007044,259.1406
withdrawal,11189,4220007045,339.82
deposit,55769,4220007046,379.3653
deposit,34953,4220007047,283.9427
deposit,9636,4220007048,316.2108
deposit,52333,4220007049,293.7052
withdrawal,63654,4220007050,423.1348
withdrawal,24288,4220007051,426.1777
withdrawal,11000,4220007052,495.7191
withdrawal,49493,4220007053,408.6163
deposit,20868,4220007054,286.7731
deposit,61078,4220007055,473.2459
withdrawal,21274,4220007056,326.5509
deposit,52290,4220007057,262.277
deposit,24938,4220007058,210.9381
withdrawal,17378,4220007059,435.3134
withdrawal,65243,4220007060,350.3406
deposit,23343,4220007061,359.6889
deposit,13478,4220007062,496.3604
deposit,64859,4220007063,253.8463
deposit,31438,4220007064,256.724
withdrawal,7315,4220007065,336.4278
deposit,53317,4220007066,448.2157
deposit,19503,4220007067,379.7368
withdrawal,27713,4220007068,259.4272
withdrawal,11801,4220007069,346.769
deposit,60974,4220007070,309.6359
withdrawal,46705,4220007071,453.3633
deposit,35379,4220007072,485.5448
deposit,36571,4220007073,456.9879
withdrawal,12216,4220007074,383.678
deposit,41439,4220007075,362.8474
deposit,46909,4220007076,413.8966
withdrawal,37407,4220007077,254.9329
withdrawal,48626,4220007078,221.5912
withdrawal,52421,4220007079,369.8164
deposit,41654,4220007080,300.5589
deposit,30949,4220007081,352.1531
deposit,18822,4220007082,390.7851
deposit,55682,4220007083,230.9098
withdrawal,50341,4220007084,225.1832
deposit,21623,4220007085,466.6131
withdrawal,58125,4220007086,469.3986
withdrawal,13823,4220007087,285.2249
withdrawal,45455,4220007088,360.1601
withdrawal,49543,4220007089,242.6664
deposit,63363,4220007090,330.6957
deposit,63497,4220007091,311.2218
withdrawal,11772,4220007092,272.7655
withdrawal,47825,4220007093,490.2895
withdrawal,31465,4220007094,430.2371
withdrawal,22079,4220007095,339.0998
withdrawal,20731,4220007096,403.8065
withdrawal,39509,4220007097,392.3471
deposit,9846,4220007098,448.8297
withdrawal,34858,4220007099,431.648
withdrawal,42169,4220007100,441.9569
deposit,24978,4220007101,210.9911
withdrawal,51225,4220007102,453.259
deposit,55399,4220007103,353.0509
deposit,45750,4220007104,297.6482
withdrawal,55141,4220007105,343.9616
deposit,55112,4220007106,481.6988
deposit,12637,4220007107,484.3309
deposit,51876,4220007108,359.8201
withdrawal,38435,4220007109,342.008
deposit,33930,4220007110,204.7994
deposit,56682,4220007111,220.4755
deposit,48109,4220007112,408.2346
withdrawal,23419,4220007113,289.4866
deposit,59163,4220007114,450.3301
withdrawal,47248,4220007115,449.4523
deposit,47295,4220007116,447.1451
deposit,56672,4220007117,313.6227
withdrawal,42439,4220007118,435.0917
deposit,42559,4220007119,313.3637
withdrawal,61304,4220007120,294.6395
withdrawal,21304,4220007121,275.8792
deposit,16587,4220007122,326.6003
withdrawal,52971,4220007123,344.757
withdrawal,6581,4220007124,378.2324
deposit,31304,4220007125,321.6224
deposit,62659,4220007126,307.0461
withdrawal,29408,4220007127,273.1976
deposit,47386,4220007128,243.2036
deposit,19743,4220007129,200.0268
withdrawal,15394,4220007130,369.8447
withdrawal,25364,4220007131,240.8014
withdrawal,19837,4220007132,295.6772
deposit,20057,4220007133,495.5591
withdrawal,35087,4220007134,277.1144
withdrawal,59147,4220007135,275.1927
withdrawal,40305,4220007136,474.2337
deposit,33301,4220007137,478.1914
deposit,37739,4220007138,401.4592
deposit,40852,4220007139,323.1561
withdrawal,61474,4220007140,403.1865
deposit,61958,4220007141,392.3415
withdrawal,27280,4220007142,408.985
withdrawal,11490,4220007143,453.9146
withdrawal,8226,4220007144,333.1531
withdrawal,22305,4220007145,238.3948
deposit,30265,4220007146,379.2776
withdrawal,55001,4220007147,397.5967
withdrawal,27458,4220007148,401.0073
deposit,65062,4220007149,226.0605
withdrawal,31786,4220007150,293.8095
withdrawal,56878,4220007151,205.0388
deposit,24266,4220007152,407.6375
withdrawal,48607,4220007153,428.5461
deposit,56707,4220007154,441.256
withdrawal,49908,4220007155,261.8991
deposit,41091,4220007156,396.0832
withdrawal,61209,4220007157,480.5757
deposit,24766,4220007158,418.6065
deposit,19226,4220007159,453.4355
deposit,17144,4220007160,500.081
deposit,64503,4220007161,266.5349
deposit,19992,4220007162,291.4552
deposit,6953,4220007163,484.9849
deposit,30254,4220007164,219.4802
withdrawal,11085,4220007165,381.2159
withdrawal,16356,4220007166,302.6328
withdrawal,30245,4220007167,372.0893
deposit,51980,4220007168,443.3448
withdrawal,29465,4220007169,318.0064
deposit,63453,4220007170,230.0242
withdrawal,53637,4220007171,329.9252
withdrawal,35785,4220007172,346.0018
deposit,39752,4220007173,242.3323
deposit,22555,4220007174,205.0313
withdrawal,17247,4220007175,415.2511
deposit,61649,4220007176,445.5656
withdrawal,10243,4220007177,470.5957
withdrawal,64798,4220007178,348.7641
withdrawal,13599,4220007179,272.0053
deposit,18879,4220007180,239.6356
withdrawal,58538,4220007181,480.5028
withdrawal,26560,4220007182,366.7077
withdrawal,52077,4220007183,391.3966
withdrawal,59942,4220007184,331.2593
deposit,10516,4220007185,369.9026
deposit,49210,4220007186,323.5579
deposit,52907,4220007187,466.9603
deposit,44506,4220007188,317.6673
deposit,53993,4220007189,346.6488
deposit,21957,4220007190,331.6455
withdrawal,64674,4220007191,388.2065
deposit,65534,4220007192,445.5885
deposit,18601,4220007193,441.6561
deposit,29842,4220007194,435.0259
withdrawal,29281,4220007195,404.4406
deposit,9847,4220007196,349.8948
deposit,64018,4220007197,447.938
deposit,35597,4220007198,246.8972
deposit,49024,4220007199,270.5812
deposit,40505,4220007200,214.9451
withdrawal,22388,4220007201,218.8638
deposit,8738,4220007202,416.2644
deposit,23404,4220007203,215.449
deposit,48661,4220007204,408.7449
withdrawal,64901,4220007205,430.1844
deposit,28613,4220007206,202.2282
withdrawal,54423,4220007207,295.6932
withdrawal,61297,4220007208,418.0313
deposit,50484,4220007209,447.8908
deposit,35019,4220007210,500.9371
withdrawal,10489,4220007211,312.0122
deposit,51479,4220007212,343.4948
deposit,35210,4220007213,387.0621
withdrawal,55446,4220007214,462.689
withdrawal,64554,4220007215,393.0338
deposit,54875,4220007216,490.4483
deposit,33244,4220007217,260.4221
withdrawal,56403,4220007218,410.6727
withdrawal,30036,4220007219,438.3417
deposit,39733,4220007220,323.4134
deposit,47177,4220007221,378.8729
withdrawal,49511,4220007222,409.5782
deposit,33982,4220007223,407.034
deposit,29411,4220007224,386.3343
withdrawal,35538,4220007225,254.6142
withdrawal,64452,4220007226,230.586
withdrawal,22178,4220007227,234.1913
withdrawal,39777,4220007228,262.7184
deposit,43595,4220007229,223.2983
withdrawal,13384,4220007230,350.7624
deposit,18727,4220007231,496.8054
withdrawal,41277,4220007232,311.3265
withdrawal,11175,4220007233,444.2202
deposit,56453,4220007234,265.5492
withdrawal,56858,4220007235,280.1871
withdrawal,48533,4220007236,363.5028
withdrawal,56190,4220007237,324.9374
withdrawal,61269,4220007238,396.1004
deposit,45799,4220007239,368.9853
deposit,22456,4220007240,281.849
deposit,53834,4220007241,293.3565
deposit,23914,4220007242,355.997
deposit,40119,4220007243,451.1457
withdrawal,45123,4220007244,334.7848
deposit,7962,4220007245,485.9266
withdrawal,58669,4220007246,436.3344
withdrawal,21987,4220007247,283.7659
withdrawal,38540,4220007248,470.0015
withdrawal,19544,4220007249,274.2557
deposit,47133,4220007250,400.1779
withdrawal,59927,4220007251,423.5994
deposit,42348,4220007252,439.1906
deposit,39403,4220007253,436.6297
deposit,11797,4220007254,221.0157
withdrawal,24050,4220007255,368.2494
deposit,58722,4220007256,435.0544
withdrawal,23928,4220007257,417.9058
deposit,42117,4220007258,351.4578
withdrawal,47740,4220007259,474.8476
deposit,61376,4220007260,406.2533
deposit,9072,4220007261,237.2272
withdrawal,31689,4220007262,310.2139
deposit,40754,4220007263,458.3559
deposit,6708,4220007264,235.7833
withdrawal,11149,4220007265,356.314
deposit,48445,4220007266,306.9612
withdrawal,24831,4220007267,323.4712
withdrawal,26861,4220007268,393.088
withdrawal,8957,4220007269,441.647
deposit,41417,4220007270,361.379
withdrawal,32761,4220007271,490.3737
withdrawal,45747,4220007272,282.223
withdrawal,9378,4220007273,339.3391
deposit,40576,4220007274,360.5933
deposit,24472,4220007275,232.2697
deposit,17785,4220007276,336.8047
deposit,17497,4220007277,221.9672
deposit,25634,4220007278,395.5218
withdrawal,46601,4220007279,272.198
withdrawal,42737,4220007280,336.8071
deposit,37397,4220007281,372.9242
deposit,38776,4220007282,257.9171
deposit,47208,4220007283,373.4311
deposit,9817,4220007284,399.1394
deposit,20894,4220007285,326.219
withdrawal,53313,4220007286,355.7084
withdrawal,7114,4220007287,389.5272
withdrawal,12212,4220007288,288.1487
deposit,14902,4220007289,472.5575
